intreno;butxt;xauthgrp;syst_num;status;objname;tipob;validfrom;validto;priznas;region;bezei;home_city;city;zzcitydistr;city2;region_city;street;num;vidpr;zz_vidpr;zz_spost;zz_peref;zz_dnperp;zz_doperp;currtxt;elorgst_text;blktx;grpodr;vsp_num;vsp_name;statisp;curpriz;podrvalfrom;podrvalto;zz_objcat;zzelorgst_text;orgunit_text;blkid_easup_txt;statusesq;zz_priznas;segmentt;subsegmentt;irrate_ch;elorgst;grpodr_;usgfunction;xmusgfunction;zz_prport;zz_prpl;k4_koef_ch;first_line_house;posnr;bukrs;objnr;zz_klasz;objnr_ao;factusing;branc;segment;obsh_plosh;osnov_plosh;vspom_plosh;proch_plosh;plosh_v_ar;neis_plosh;osn_obsh;vspom_obsh;org_pm;teh_pm;balans_v;ostat_v;rinoch_v;arend_st;no_nds_st;nds;obespech;val_arend_st;val_no_nds_st;val_nds;perem_ap;obespech_z;schet_podr;vspplp;vspshch;obespech_p;schet_zdn;neis_square;orgunit;blkid_easup;orgunit_square;quan;irrate;k4_koef;zz_lattitude;zz_longitude;ctl_action;ctl_validfrom;ctl_validto;ctl_pa_loading;archive_name;file_name;ctl_loading
IB00100000044;Уральский банк;Башкирское отд. №8598;1600/1/44;В пользовании;ДО № 8598/0327;Сооружение с площадью;2011-01-01;9999-12-31;СМ- сельская местность;02;Респ Башкортостан;р-н Учалинский;;;с Учалы;;ул Советская;35;Аренда (коммерческая соб-ть);03;Договор аренды (субаренды);Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Спец по обслуж физ лиц ДО №8598/0327;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;10;01;01;Служебное;X;;-;X;0000000000;1600;IB16000000000100000044;05;I000000000000000830317;06;8598;06;26.5000;26.5000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.311442;0.255280;0.056160;0.000000;0.000000;0.000000;0.000000;0.000000;26.5000;1;0.0000;0.0000;26.5000;0;0.0000;10280439;38;26.5000;1.0000;0.00;1.0000000000;54.360894;59.440489;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000055;Среднерусский банк;Калужское отд. №8608;4000/1/11;В пользовании;ДО №8608/090;Здание/помещение  (нежилое);2008-08-22;9999-12-31;С – город с населением >=100 и <500;40;обл Калужская;;г Калуга;;;;ул Моторная;4;Аренда (коммерческая соб-ть);03;Договор аренды (субаренды);;2013-06-21;2013-11-19;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;Дополнительный офис № 8608/090;Сеть продаж;Используется;03;Ритейл;Ритейл - стритритейл, ВПП;-;01;01;01;Служебное;X;;-;X;0000000000;4000;IB40000000000100000011;02;I000000000000000832282;06;8608;06;185.3000;283.4000;0.0000;0.0000;1.1000;0.0000;152.9412;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.920000;0.920000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;30.8833;1;0.0000;0.0000;30.7000;0;0.0000;10035279;38;184.2000;6.0000;0.00;1.0000000000;54.528926;36.299841;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000067;Уральский банк;Свердловское отд. №7003;1600/1/45;В пользовании;Опер.касса 7003/0677;Здание/помещение  (нежилое);2006-01-10;9999-12-31;СМ- сельская местность;66;обл Свердловская;р-н Артинский;;;с Манчаж;;ул Школьная;зд16;Аренда (гос. соб-ть);04;Договор аренды (субаренды);Объекты в плане следующих лет;2022-12-01;2023-03-15;;;;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Малый сельский офис;СОФЛДО №7003/0677;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;43;01;01;Служебное;X;;-;;0000000000;1600;IB16000000000100000045;05;I000000000000000830397;06;7003;06;32.6000;21.7000;10.9000;0.0000;0.0000;0.0000;66.5644;33.4356;0.0000;0.0000;0.0000;0.0000;0.0000;0.271914;0.226595;0.045320;0.000000;0.000000;0.000000;0.000000;0.000000;32.6000;1;0.0000;0.0000;21.8000;0;0.0000;10280659;38;21.8000;1.0000;0.00;1.0000000000;56.479542;58.138471;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000102;Среднерусский банк;Калужское отд. №8608;4000/1/37;В пользовании;ДО №8608/0211;Здание/помещение  (нежилое);2002-12-31;9999-12-31;СМ- сельская местность;40;обл Калужская;р-н Дзержинский;;;д Жилетово;;нет;14А;Аренда (коммерческая соб-ть);03;Договор аренды (субаренды);Не планируется переформатирование;2020-05-30;2020-09-25;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Дополнительный офис №8608/0211;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;10;01;01;Служебное;X;;-;;0000000000;4000;IB40000000000100000037;02;I000000000000000830975;06;8608;06;36.3000;36.3000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.303719;0.303719;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;36.3000;1;0.0000;0.0000;36.3000;0;0.0000;10240177;38;36.3000;1.0000;0.00;1.0000000000;54.691971;36.010248;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000105;Среднерусский банк;Калужское отд. №8608;4000/1/40;В пользовании;ДО №8608/0207;Здание/помещение  (нежилое);2011-11-01;9999-12-31;СМ- сельская местность;40;обл Калужская;р-н Дзержинский;;;п Пятовский;;ул Комарова;21;Аренда (гос. соб-ть);04;Договор аренды (субаренды);Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Дополнительный офис №8608/0207;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;10;01;01;Служебное;X;;-;;0000000000;4000;IB40000000000100000040;02;I000000000000000830974;06;8608;06;20.1000;20.1000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.310705;0.254677;0.056030;0.000000;0.000000;0.000000;0.000000;0.000000;20.1000;1;0.0000;0.0000;20.1000;0;0.0000;10240034;38;20.1000;1.0000;0.00;1.0000000000;54.688486;36.063205;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000112;Уральский банк;Свердловское отд. №7003;1600/1/66;В пользовании;ДО № 7003/0588;Здание/помещение  (нежилое);1983-08-16;9999-12-31;С – город с населением >=100 и <500;66;обл Свердловская;;г Каменск-Уральский;;;;ул Алюминиевая;14;Аренда (гос. соб-ть);04;Договор аренды (субаренды);Переформатирование завершено;2020-01-15;2020-12-01;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;СОФЛДО №7003/0588;Сеть продаж;Используется;03;Ритейл;Ритейл - стритритейл, ВПП;-;01;01;01;Служебное;X;;-;X;0000000000;1600;IB16000000000100000066;04;I000000000000000832377;06;7003;06;129.4000;129.4000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.796786;0.653103;0.143680;0.000000;0.000000;0.000000;0.000000;0.000000;10.7833;1;0.0000;0.0000;10.7833;0;0.0000;10206148;38;129.4000;12.0000;0.00;1.0000000000;56.384539;61.970490;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000124;Уральский банк;Свердловское отд. №7003;1600/1/78;В пользовании;ДО № 7003/0571;Здание/помещение  (нежилое);2005-01-01;9999-12-31;С – город с населением >=100 и <500;66;обл Свердловская;;г Каменск-Уральский;;;;ул Олега Кошевого;7;Аренда (гос. соб-ть);04;Договор аренды (субаренды);Переформатирование завершено;2013-06-01;2013-11-29;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;C;ВСП РБ: Базовое подразделение;СОФЛДО №7003/0571;Сеть продаж;Используется;03;Ритейл;Ритейл - стритритейл, ВПП;-;01;01;01;Служебное;X;;-;;0000000000;1600;IB16000000000100000078;02;I000000000000000832376;06;7003;06;90.2000;71.3000;18.9000;0.0000;0.0000;0.0000;79.0466;20.9534;0.0000;0.0000;0.0000;0.0000;0.0000;0.724351;0.593730;0.130620;0.000000;0.000000;0.000000;0.000000;0.000000;22.5500;1;0.0000;0.0000;14.4750;0;0.0000;10206263;38;57.9000;4.0000;0.00;1.0000000000;56.433540;61.891774;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000136;Уральский банк;Башкирское отд. №8598;1600/1/81;В пользовании;ДО № 8598/0290;Здание/помещение  (нежилое);2011-02-15;9999-12-31;СМ- сельская местность;02;Респ Башкортостан;р-н Салаватский;;;с Янгантау;;ул Центральная;17/4;Аренда (гос. соб-ть);04;Договор аренды (субаренды);Объекты в плане следующих лет;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Специлизированный доп.офис № 8598/0290;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;10;01;01;Служебное;X;;-;X;0000000000;1600;IB16000000000100000081;04;I000000000000000830813;06;8598;06;61.7000;61.7000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.262500;0.215164;0.047340;0.000000;0.000000;0.000000;0.000000;0.000000;30.8500;1;0.0000;0.0000;30.8500;0;0.0000;10202379;38;61.7000;2.0000;0.00;1.0000000000;71.598797;-179.509692;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000137;Уральский банк;Башкирское отд. №8598;1600/1/82;В пользовании;ДО № 8598/0295;Здание/помещение  (нежилое);2011-12-01;9999-12-31;СМ- сельская местность;02;Респ Башкортостан;р-н Салаватский;;;с Лагерево;;ул Молодежная;14;Аренда (гос. соб-ть);04;Договор аренды (субаренды);Объекты в плане следующих лет;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Спец по обслуж физ лиц ДО №8598/0295;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;10;01;01;Служебное;X;;-;X;0000000000;1600;IB16000000000100000082;05;I000000000000000830705;06;8598;06;24.1000;24.1000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.222279;0.182196;0.040080;0.000000;0.000000;0.000000;0.000000;0.000000;24.1000;1;0.0000;0.0000;24.1000;0;0.0000;10280426;38;24.1000;1.0000;0.00;1.0000000000;55.261913;58.440397;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000140;Уральский банк;Башкирское отд. №8598;1600/1/85;В пользовании;ДО № 8598/0262;Здание/помещение  (нежилое);2011-07-01;9999-12-31;СМ- сельская местность;02;Респ Башкортостан;р-н Кигинский;;;с Нижние Киги;;ул 8 Марта;зд1;Аренда (гос. соб-ть);04;Договор аренды (субаренды);Объекты в плане следующих лет;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Спец по обслуж физ лиц ДО №8598/0262;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;10;01;01;Служебное;X;;-;X;0000000000;1600;IB16000000000100000085;05;I000000000000000829013;06;8598;06;18.5000;18.5000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.323434;0.265109;0.058320;0.000000;0.000000;0.000000;0.000000;0.000000;18.5000;1;0.0000;0.0000;18.5000;0;0.0000;10279637;38;18.5000;1.0000;0.00;1.0000000000;55.557602;58.499107;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000141;Уральский банк;Башкирское отд. №8598;1600/1/86;В пользовании;ДО № 8598/0261;Здание/помещение  (нежилое);2013-06-01;9999-12-31;СМ- сельская местность;02;Респ Башкортостан;р-н Кигинский;;;с Леуза;;ул Гагарина;зд35;Аренда (гос. соб-ть);04;Договор аренды (субаренды);Объекты в плане следующих лет;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Спец по обслуж физ лиц ДО №8598/0261;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;10;01;01;Служебное;X;;-;X;0000000000;1600;IB16000000000100000086;04;I000000000000000828745;06;8598;06;20.0000;20.0000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.440156;0.360783;0.079370;0.000000;0.000000;0.000000;0.000000;0.000000;20.0000;1;0.0000;0.0000;20.0000;0;0.0000;10279636;38;20.0000;1.0000;0.00;1.0000000000;55.437637;58.759260;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
